,Experiment_ID,Genome,antibody,antibody used,antibody name,antibody target,chromatin ip antibody,cell antibody,chip antibody target,chip antibody,chip_antibody,ip antibody
5307,srx026533,hg19,erα,nan,nan,nan,nan,nan,nan,nan,nan,nan
5308,srx026534,hg19,erα,nan,nan,nan,nan,nan,nan,nan,nan,nan
5309,srx026535,hg19,erα,nan,nan,nan,nan,nan,nan,nan,nan,nan
5310,srx026536,hg19,erα,nan,nan,nan,nan,nan,nan,nan,nan,nan
5316,srx026635,hg19,heb,nan,nan,nan,nan,nan,nan,nan,nan,nan
5318,srx026637,hg19,etosc,nan,nan,nan,nan,nan,nan,nan,nan,nan
5320,srx026639,hg19,erg,nan,nan,nan,nan,nan,nan,nan,nan,nan
5321,srx026640,hg19,fli1,nan,nan,nan,nan,nan,nan,nan,nan,nan
5323,srx026642,hg19,erg,nan,nan,nan,nan,nan,nan,nan,nan,nan
5325,srx026644,hg19,h3k9k14ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
5326,srx026645,hg19,methylcap,nan,nan,nan,nan,nan,nan,nan,nan,nan
5327,srx026646,hg19,methylcap,nan,nan,nan,nan,nan,nan,nan,nan,nan
5328,srx026647,hg19,methylcap,nan,nan,nan,nan,nan,nan,nan,nan,nan
5330,srx026649,hg19,h3k9k14ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
5331,srx026650,hg19,methylcap,nan,nan,nan,nan,nan,nan,nan,nan,nan
5332,srx026651,hg19,methylcap,nan,nan,nan,nan,nan,nan,nan,nan,nan
5333,srx026652,hg19,methylcap,nan,nan,nan,nan,nan,nan,nan,nan,nan
5334,srx026653,hg19,erg,nan,nan,nan,nan,nan,nan,nan,nan,nan
5335,srx026654,hg19,h3k9k14ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
5336,srx026657,hg19,erg,nan,nan,nan,nan,nan,nan,nan,nan,nan
5339,srx026663,hg19,h3k9k14ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
5340,srx026664,hg19,h3k9k14ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
5341,srx026665,hg19,h4k5k8k12k16ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
5342,srx026666,hg19,h4k5k8k12k16ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
5368,srx026748,hg19,p68,nan,nan,nan,nan,nan,nan,p68,nan,nan
5372,srx026902,hg19,er,nan,nan,nan,er,nan,nan,nan,nan,nan
5373,srx026903,hg19,er,nan,nan,nan,er,nan,nan,nan,nan,nan
5374,srx026904,hg19,t24,nan,nan,nan,t24,nan,nan,nan,nan,nan
5375,srx026905,hg19,t24,nan,nan,nan,t24,nan,nan,nan,nan,nan
5376,srx026906,hg19,h3k4me2,nan,nan,nan,h3k4me2,nan,nan,nan,nan,nan
5377,srx026907,hg19,h3k4me2,nan,nan,nan,h3k4me2,nan,nan,nan,nan,nan
5415,srx027298,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5416,srx027299,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5417,srx027300,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5419,srx027400,hg19,h3k56ac,nan,nan,nan,nan,nan,nan,h3k56ac,nan,nan
5420,srx027401,hg19,e2f4,nan,nan,nan,nan,nan,nan,e2f4,nan,nan
5423,srx027404,hg19,igg control,nan,nan,nan,nan,nan,nan,igg control,nan,nan
5424,srx027456,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5425,srx027457,hg19,h3k79me2,nan,nan,nan,nan,nan,nan,h3k79me2,nan,nan
5426,srx027458,hg19,suz12,nan,nan,nan,nan,nan,nan,suz12,nan,nan
5427,srx027482,hg19,p300,nan,nan,nan,nan,nan,nan,p300,nan,nan
5428,srx027483,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
5429,srx027484,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5430,srx027485,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5431,srx027486,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5432,srx027487,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5433,srx027488,hg19,brg1,nan,nan,nan,nan,nan,nan,brg1,nan,nan
5434,srx027489,hg19,faire,nan,nan,nan,nan,nan,nan,faire,nan,nan
5435,srx027490,hg19,p300,nan,nan,nan,nan,nan,nan,p300,nan,nan
5436,srx027491,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
5437,srx027492,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5438,srx027493,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5439,srx027494,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5440,srx027495,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5481,srx027902,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5482,srx027903,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5483,srx027904,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5484,srx027905,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5485,srx027906,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5486,srx027907,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5487,srx027908,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5488,srx027909,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5489,srx027910,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5490,srx027911,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5491,srx027912,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5492,srx027913,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5493,srx027914,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5494,srx027915,hg19,anti p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
5495,srx027916,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5496,srx027917,hg19,anti gr,nan,nan,nan,nan,nan,nan,nan,nan,nan
5497,srx027918,hg19,anti rnapii,nan,nan,nan,nan,nan,nan,nan,nan,nan
5498,srx027919,hg19,anti rnapii,nan,nan,nan,nan,nan,nan,nan,nan,nan
5499,srx027920,hg19,anti rnapii,nan,nan,nan,nan,nan,nan,nan,nan,nan
5500,srx027921,hg19,anti rnapii,nan,nan,nan,nan,nan,nan,nan,nan,nan
5529,srx028646,hg19,epitomics monoclonal rabbit anti elk1,nan,nan,nan,nan,nan,nan,epitomics monoclonal rabbit anti elk1,nan,nan
5534,srx029079,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5536,srx029081,hg19,runx1,nan,nan,nan,nan,nan,nan,runx1,nan,nan
5538,srx029083,hg19,runx1,nan,nan,nan,nan,nan,nan,runx1,nan,nan
5540,srx029085,hg19,runx1,nan,nan,nan,nan,nan,nan,runx1,nan,nan
5541,srx029086,hg19,gata1,nan,nan,nan,nan,nan,nan,gata1,nan,nan
5542,srx029087,hg19,fos,nan,nan,nan,nan,nan,nan,fos,nan,nan
5543,srx029088,hg19,fos,nan,nan,nan,nan,nan,nan,fos,nan,nan
5544,srx029089,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5545,srx029090,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5548,srx029433,hg19,gata1,nan,nan,nan,nan,nan,nan,gata1,nan,nan
5549,srx029434,hg19,gata2,nan,nan,nan,nan,nan,nan,gata2,nan,nan
5550,srx029435,hg19,runx1,nan,nan,nan,nan,nan,nan,runx1,nan,nan
5551,srx029436,hg19,fli1,nan,nan,nan,nan,nan,nan,fli1,nan,nan
5552,srx029437,hg19,scl,nan,nan,nan,nan,nan,nan,scl,nan,nan
5584,srx031244,hg19,rabbit polyclonal antibody,nan,nan,nan,nan,nan,nan,nan,nan,nan
5585,srx031245,hg19,rabbit polyclonal antibody,nan,nan,nan,nan,nan,nan,nan,nan,nan
5586,srx031246,hg19,rabbit polyclonal antibody,nan,nan,nan,nan,nan,nan,nan,nan,nan
5587,srx031247,hg19,rabbit polyclonal antibody,nan,nan,nan,nan,nan,nan,nan,nan,nan
5588,srx031248,hg19,rabbit polyclonal antibody,nan,nan,nan,nan,nan,nan,nan,nan,nan
5625,srx032288,hg19,h2a,nan,nan,nan,nan,nan,nan,h2a,nan,nan
5626,srx032289,hg19,h2ax,nan,nan,nan,nan,nan,nan,h2ax,nan,nan
5627,srx032290,hg19,h2ax,nan,nan,nan,nan,nan,nan,h2ax,nan,nan
5628,srx032291,hg19,h2ax,nan,nan,nan,nan,nan,nan,h2ax,nan,nan
5634,srx032597,hg19,normal rabbit igg,nan,nan,nan,nan,nan,nan,nan,nan,nan
5635,srx032874,hg19,foxa2,nan,nan,nan,nan,nan,nan,foxa2,nan,nan
5636,srx032875,hg19,foxa2,nan,nan,nan,nan,nan,nan,foxa2,nan,nan
5637,srx032876,hg19,foxa2,nan,nan,nan,nan,nan,nan,foxa2,nan,nan
5638,srx032877,hg19,foxa2,nan,nan,nan,nan,nan,nan,foxa2,nan,nan
5642,srx032890,hg19,ppargamma,nan,nan,nan,nan,nan,nan,ppargamma,nan,nan
5643,srx032891,hg19,ppargamma,nan,nan,nan,nan,nan,nan,ppargamma,nan,nan
5645,srx033327,hg19,4h8,nan,4h8,nan,nan,nan,nan,nan,nan,nan
5646,srx033328,hg19,4h8,nan,4h8,nan,nan,nan,nan,nan,nan,nan
5647,srx033329,hg19,4h8,nan,4h8,nan,nan,nan,nan,nan,nan,nan
5649,srx035159,hg19,eomes,nan,nan,nan,nan,nan,nan,eomes,nan,nan
5657,srx036546,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5658,srx036547,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5660,srx036549,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5661,srx036550,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5663,srx036552,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5665,srx036554,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5667,srx036556,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5669,srx036558,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5671,srx036562,hg19,polii,nan,nan,nan,nan,nan,nan,polii,nan,nan
5672,srx036563,hg19,er,nan,nan,nan,nan,nan,nan,er,nan,nan
5673,srx036564,hg19,er,nan,nan,nan,nan,nan,nan,er,nan,nan
5678,srx036639,hg19,normal rabbit igg,nan,nan,nan,nan,nan,nan,nan,nan,nan
5681,srx037077,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
5705,srx037430,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5706,srx037431,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5707,srx037432,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5708,srx037433,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5709,srx037434,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
5726,srx038504,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5727,srx038505,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5728,srx038506,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5729,srx038507,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5730,srx038508,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5731,srx038509,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5732,srx038510,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5733,srx038511,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5734,srx038512,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5735,srx038513,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5736,srx038514,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5737,srx038515,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5738,srx038516,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5739,srx038517,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5740,srx038518,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5741,srx038519,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5742,srx038520,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5743,srx038521,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5746,srx038524,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5747,srx038525,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5748,srx038526,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5749,srx038527,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5750,srx038528,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5751,srx038529,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5752,srx038530,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5753,srx038531,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5754,srx038532,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5755,srx038533,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5756,srx038534,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5757,srx038535,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5758,srx038536,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5759,srx038537,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5760,srx038538,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5761,srx038539,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5762,srx038540,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5765,srx038543,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5766,srx038544,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5767,srx038545,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5768,srx038546,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5769,srx038547,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5770,srx038548,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5771,srx038549,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5772,srx038550,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5773,srx038551,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5774,srx038552,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5775,srx038553,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5776,srx038554,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5777,srx038555,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5778,srx038556,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5779,srx038557,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5780,srx038558,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5781,srx038559,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5784,srx038562,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5785,srx038563,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5786,srx038564,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5787,srx038565,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5788,srx038566,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5789,srx038567,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5790,srx038568,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5791,srx038569,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5792,srx038570,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5793,srx038571,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5794,srx038572,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5795,srx038573,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5796,srx038574,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5797,srx038575,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5798,srx038576,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5799,srx038577,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5800,srx038578,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5801,srx038579,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5804,srx038582,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5805,srx038583,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5806,srx038584,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5807,srx038585,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5808,srx038586,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5809,srx038587,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5810,srx038588,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5811,srx038589,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5812,srx038590,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5813,srx038591,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5814,srx038592,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5815,srx038593,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5816,srx038594,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5817,srx038595,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5818,srx038596,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5819,srx038597,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5820,srx038598,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5821,srx038599,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5824,srx038602,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5825,srx038603,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5826,srx038604,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5827,srx038605,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5828,srx038606,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5829,srx038607,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5830,srx038608,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5831,srx038609,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5832,srx038610,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5833,srx038611,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5834,srx038612,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5835,srx038613,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5836,srx038614,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5837,srx038615,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5838,srx038616,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5839,srx038617,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5840,srx038618,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5841,srx038619,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5844,srx038622,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5845,srx038623,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5846,srx038624,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5847,srx038625,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5848,srx038626,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5849,srx038627,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5850,srx038628,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5851,srx038629,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5852,srx038630,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5853,srx038631,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5854,srx038632,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5855,srx038633,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5856,srx038634,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5857,srx038635,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5858,srx038636,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5859,srx038637,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5860,srx038638,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,h3k9me3,nan,nan
5861,srx038639,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,h3k9me3,nan,nan
5862,srx038640,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5863,srx038641,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5866,srx038644,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5867,srx038645,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5868,srx038646,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5869,srx038647,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5870,srx038648,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5871,srx038649,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5872,srx038650,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5873,srx038651,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5874,srx038652,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5875,srx038653,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5876,srx038654,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5877,srx038655,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5878,srx038656,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5879,srx038657,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5880,srx038658,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5881,srx038659,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5882,srx038660,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5883,srx038661,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5886,srx038664,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5887,srx038665,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
5888,srx038666,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5889,srx038667,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
5890,srx038668,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5891,srx038669,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
5892,srx038670,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5893,srx038671,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
5894,srx038672,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5895,srx038673,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
5896,srx038674,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5897,srx038675,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
5898,srx038676,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5899,srx038677,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
5900,srx038678,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5901,srx038679,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,h3k9ac,nan,nan
5902,srx038680,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
5903,srx038681,hg19,h4k20me1,nan,nan,nan,nan,nan,nan,h4k20me1,nan,nan
